age,age_group,sex,region,urban_rural,education,income_pc,income_level,has_child,marital_class
33,30-35,Nữ,Trung,Đô thị,ĐH,8197.24751639839,high,0,0
30,30-35,Nam,Bắc,Nông thôn,≤THPT,2234.1230227152596,low,0,1
27,25-29,Nữ,Nam,Đô thị,ĐH,2117.7663830586794,low,0,0
31,30-35,Nữ,Trung,Nông thôn,≤THPT,4493.404018923221,high,0,0
30,30-35,Nữ,Bắc,Nông thôn,>ĐH,3393.9945783043636,mid,0,0
34,30-35,Nữ,Bắc,Nông thôn,>ĐH,2276.507403478559,low,0,1
32,30-35,Nữ,Bắc,Nông thôn,≤THPT,2384.90365076215,low,0,1
35,30-35,Nam,Trung,Đô thị,≤THPT,4298.142851079995,high,0,1
33,30-35,Nam,Bắc,Nông thôn,≤THPT,4310.711919980566,high,0,1
31,30-35,Nữ,Bắc,Nông thôn,ĐH,5887.5934507452075,high,0,1
35,30-35,Nam,Trung,Đô thị,≤THPT,1571.8884218404821,low,0,0
32,30-35,Nữ,Bắc,Nông thôn,CĐ,912.7664632681843,low,1,0
25,25-29,Nữ,Nam,Nông thôn,ĐH,2582.3696411379037,mid,0,0
29,25-29,Nam,Bắc,Đô thị,≤THPT,5509.6273341293545,high,0,0
22,18-24,Nữ,Nam,Đô thị,≤THPT,1736.248034679505,low,0,0
31,30-35,Nữ,Trung,Đô thị,CĐ,2552.6745600373674,mid,1,0
30,30-35,Nữ,Bắc,Đô thị,CĐ,1991.506117829868,low,0,0
21,18-24,Nữ,Bắc,Đô thị,≤THPT,1280.907831725632,low,0,0
26,25-29,Nam,Nam,Nông thôn,≤THPT,4889.507994677249,high,1,0
26,25-29,Nam,Nam,Đô thị,≤THPT,2559.524063879824,mid,0,0
30,30-35,Nam,Trung,Nông thôn,ĐH,4748.365683790569,high,0,1
25,25-29,Nữ,Bắc,Nông thôn,≤THPT,2225.9889278491264,low,0,1
33,30-35,Nam,Bắc,Đô thị,ĐH,4826.616065341943,high,0,1
29,25-29,Nữ,Nam,Nông thôn,CĐ,5461.92605662498,high,0,0
32,30-35,Nữ,Bắc,Nông thôn,≤THPT,2263.188216730647,low,0,0
32,30-35,Nữ,Bắc,Nông thôn,≤THPT,5753.876803565451,high,0,1
33,30-35,Nữ,Bắc,Nông thôn,≤THPT,4990.3407323379415,high,0,1
25,25-29,Nữ,Trung,Đô thị,ĐH,2903.2278034192477,mid,0,0
28,25-29,Nam,Bắc,Đô thị,>ĐH,5820.662532892732,high,0,0
25,25-29,Nam,Nam,Nông thôn,≤THPT,2513.339510105849,mid,0,0
32,30-35,Nữ,Bắc,Đô thị,ĐH,7049.545178343993,high,0,0
19,18-24,Nữ,Bắc,Đô thị,≤THPT,3837.1680708543277,mid,1,0
24,18-24,Nữ,Bắc,Đô thị,CĐ,5089.589675664349,high,0,0
35,30-35,Nam,Trung,Nông thôn,ĐH,3779.442480579367,mid,0,1
29,25-29,Nữ,Trung,Nông thôn,≤THPT,1953.0344633824905,low,0,0
25,25-29,Nữ,Nam,Đô thị,≤THPT,3649.597999628759,mid,0,0
26,25-29,Nam,Nam,Đô thị,CĐ,7755.168855696579,high,0,0
29,25-29,Nữ,Bắc,Đô thị,ĐH,5668.888904224614,high,0,0
32,30-35,Nam,Nam,Đô thị,≤THPT,3172.3607094862045,mid,0,0
28,25-29,Nam,Bắc,Đô thị,CĐ,1563.0727431515445,low,0,0
21,18-24,Nam,Bắc,Nông thôn,ĐH,3227.97894636994,mid,0,0
22,18-24,Nữ,Bắc,Nông thôn,≤THPT,4724.812182765024,high,0,0
32,30-35,Nam,Bắc,Đô thị,≤THPT,726.3092930894185,low,0,0
31,30-35,Nam,Bắc,Đô thị,≤THPT,3298.970538012561,mid,1,1
28,25-29,Nam,Trung,Nông thôn,≤THPT,1781.5623993899292,low,0,0
24,18-24,Nữ,Trung,Đô thị,ĐH,4265.268979418908,high,0,1
31,30-35,Nữ,Bắc,Nông thôn,≤THPT,3688.035813017137,mid,0,0
27,25-29,Nam,Trung,Nông thôn,≤THPT,1757.3934105843755,low,0,0
20,18-24,Nữ,Nam,Nông thôn,≤THPT,4356.559781229291,high,0,0
25,25-29,Nam,Nam,Nông thôn,CĐ,2171.1927079113207,low,0,0
18,18-24,Nam,Nam,Nông thôn,ĐH,12273.896613293879,high,0,0
18,18-24,Nữ,Nam,Đô thị,≤THPT,3925.2112947905575,mid,0,0
23,18-24,Nữ,Nam,Nông thôn,≤THPT,3641.42179792669,mid,0,0
20,18-24,Nam,Bắc,Đô thị,ĐH,5055.25312105646,high,0,0
18,18-24,Nam,Trung,Đô thị,≤THPT,3496.4787574676416,mid,0,0
19,18-24,Nữ,Bắc,Nông thôn,≤THPT,2169.579105769487,low,0,0
28,25-29,Nữ,Bắc,Đô thị,≤THPT,2146.2878972712574,low,0,1
22,18-24,Nữ,Nam,Nông thôn,CĐ,6078.913780642615,high,0,0
28,25-29,Nữ,Nam,Đô thị,>ĐH,3222.1395442379294,mid,0,1
22,18-24,Nữ,Bắc,Nông thôn,≤THPT,709.411621033676,low,0,0
29,25-29,Nam,Bắc,Đô thị,≤THPT,3340.588857649965,mid,0,1
22,18-24,Nam,Bắc,Đô thị,≤THPT,2084.4467487619263,low,0,0
29,25-29,Nữ,Bắc,Nông thôn,ĐH,2388.0101702323727,low,0,0
21,18-24,Nữ,Nam,Nông thôn,≤THPT,4352.2475904672965,high,1,0
32,30-35,Nữ,Bắc,Nông thôn,ĐH,1909.7428103717402,low,0,1
33,30-35,Nam,Nam,Nông thôn,ĐH,8111.498580081364,high,1,1
21,18-24,Nữ,Bắc,Nông thôn,ĐH,1784.6065396944903,low,0,0
30,30-35,Nam,Bắc,Nông thôn,CĐ,3608.538415806097,mid,0,0
30,30-35,Nữ,Bắc,Đô thị,ĐH,6294.7794231396365,high,0,0
20,18-24,Nam,Bắc,Đô thị,≤THPT,2333.4359264329364,low,0,0
23,18-24,Nam,Bắc,Nông thôn,CĐ,3070.2485828543477,mid,0,1
21,18-24,Nữ,Bắc,Nông thôn,CĐ,1195.3922811741702,low,0,0
22,18-24,Nữ,Nam,Đô thị,≤THPT,3555.667940245308,mid,0,0
31,30-35,Nữ,Bắc,Nông thôn,>ĐH,4169.575444635782,high,0,0
29,25-29,Nữ,Nam,Nông thôn,CĐ,1365.2080313274414,low,0,0
23,18-24,Nữ,Nam,Nông thôn,CĐ,4253.936139685628,high,0,1
24,18-24,Nam,Trung,Đô thị,CĐ,2840.3532930866845,mid,0,0
24,18-24,Nữ,Bắc,Nông thôn,≤THPT,1246.6940940058232,low,0,0
21,18-24,Nam,Bắc,Đô thị,ĐH,5250.74433994583,high,0,0
30,30-35,Nữ,Bắc,Nông thôn,ĐH,2707.4214121130512,mid,0,0
35,30-35,Nam,Trung,Nông thôn,≤THPT,3805.8177374776915,mid,0,1
18,18-24,Nam,Bắc,Nông thôn,≤THPT,4196.778347046847,high,0,0
21,18-24,Nữ,Nam,Đô thị,>ĐH,3947.1549979415536,mid,0,0
26,25-29,Nam,Bắc,Nông thôn,CĐ,4430.964676305037,high,0,1
19,18-24,Nam,Trung,Đô thị,≤THPT,4127.196089944511,high,0,0
18,18-24,Nữ,Trung,Đô thị,≤THPT,1574.4018435393104,low,0,0
23,18-24,Nữ,Nam,Đô thị,CĐ,1419.7406109038307,low,0,0
20,18-24,Nam,Nam,Nông thôn,ĐH,1563.8372545197105,low,0,0
33,30-35,Nữ,Bắc,Đô thị,≤THPT,3305.5914406623556,mid,0,0
29,25-29,Nữ,Nam,Nông thôn,≤THPT,1924.9042867650817,low,0,0
19,18-24,Nam,Nam,Đô thị,ĐH,5068.038843963444,high,0,0
28,25-29,Nam,Bắc,Đô thị,ĐH,1036.267850337712,low,1,0
25,25-29,Nữ,Bắc,Nông thôn,ĐH,5515.16455277244,high,0,0
25,25-29,Nữ,Nam,Đô thị,≤THPT,2821.897795638016,mid,0,0
29,25-29,Nữ,Bắc,Đô thị,≤THPT,2254.8113308203096,low,0,0
26,25-29,Nam,Trung,Đô thị,≤THPT,2458.027117454,mid,0,0
29,25-29,Nữ,Bắc,Đô thị,ĐH,2137.7630646408957,low,0,0
34,30-35,Nữ,Bắc,Đô thị,CĐ,5367.00715708489,high,1,0
24,18-24,Nữ,Bắc,Nông thôn,CĐ,2626.837687649244,mid,0,0
25,25-29,Nữ,Nam,Nông thôn,≤THPT,786.2663524740104,low,1,0
28,25-29,Nữ,Bắc,Nông thôn,≤THPT,5238.8553297326325,high,0,0
30,30-35,Nữ,Bắc,Đô thị,≤THPT,1588.8664669427228,low,1,0
33,30-35,Nữ,Bắc,Đô thị,CĐ,2006.0799294190062,low,0,0
21,18-24,Nữ,Nam,Nông thôn,CĐ,8009.232827184877,high,0,0
32,30-35,Nam,Bắc,Đô thị,CĐ,3778.7829911976382,mid,0,0
30,30-35,Nam,Trung,Đô thị,CĐ,6051.306894996815,high,0,1
18,18-24,Nữ,Nam,Đô thị,ĐH,4345.415032232158,high,0,0
23,18-24,Nữ,Bắc,Nông thôn,ĐH,3527.4938801071335,mid,0,0
18,18-24,Nam,Nam,Đô thị,≤THPT,2965.78693607779,mid,0,0
26,25-29,Nam,Nam,Đô thị,≤THPT,1326.0206856097939,low,0,0
23,18-24,Nữ,Bắc,Nông thôn,≤THPT,3101.8218394811097,mid,0,0
20,18-24,Nam,Bắc,Nông thôn,≤THPT,1670.2785836959185,low,0,1
24,18-24,Nam,Trung,Nông thôn,ĐH,2694.5099242179035,mid,0,0
32,30-35,Nam,Trung,Đô thị,≤THPT,2014.1656418427233,low,0,0
31,30-35,Nam,Trung,Đô thị,ĐH,5418.273492025484,high,0,0
28,25-29,Nữ,Nam,Nông thôn,ĐH,7056.918476446767,high,1,0
27,25-29,Nam,Bắc,Đô thị,≤THPT,7344.46071116065,high,0,0
28,25-29,Nam,Nam,Đô thị,ĐH,4742.545716167339,high,0,0
22,18-24,Nữ,Nam,Đô thị,>ĐH,8667.651052058092,high,0,0
25,25-29,Nữ,Bắc,Nông thôn,≤THPT,4058.263882781405,high,0,0
27,25-29,Nam,Bắc,Nông thôn,≤THPT,4163.038541236606,high,0,0
25,25-29,Nam,Nam,Nông thôn,CĐ,8421.242002779336,high,0,1
33,30-35,Nam,Trung,Đô thị,≤THPT,3968.6723078818427,mid,0,0
21,18-24,Nam,Bắc,Đô thị,CĐ,2144.4223374851267,low,0,0
23,18-24,Nữ,Trung,Đô thị,≤THPT,3924.847745446367,mid,0,0
35,30-35,Nam,Trung,Nông thôn,≤THPT,1515.0162794415296,low,1,1
19,18-24,Nữ,Bắc,Đô thị,≤THPT,2394.4657636007237,low,0,0
29,25-29,Nam,Trung,Đô thị,≤THPT,2975.182256779572,mid,1,0
33,30-35,Nam,Bắc,Nông thôn,≤THPT,1512.1111263975044,low,1,0
34,30-35,Nam,Nam,Nông thôn,CĐ,2499.8862469276,mid,0,0
31,30-35,Nữ,Trung,Nông thôn,CĐ,2250.856246070028,low,1,0
20,18-24,Nam,Bắc,Đô thị,≤THPT,1916.2404076994098,low,0,0
27,25-29,Nữ,Bắc,Đô thị,ĐH,11595.782463225358,high,0,0
26,25-29,Nam,Nam,Đô thị,≤THPT,3552.6329818861827,mid,0,0
22,18-24,Nam,Bắc,Đô thị,ĐH,1885.6773116750844,low,0,0
19,18-24,Nữ,Bắc,Đô thị,≤THPT,3529.3626073385158,mid,0,0
20,18-24,Nữ,Bắc,Đô thị,>ĐH,9715.54408576315,high,0,0
28,25-29,Nam,Nam,Nông thôn,ĐH,3906.4467578420426,mid,0,0
19,18-24,Nữ,Bắc,Đô thị,>ĐH,5794.056730799823,high,0,1
35,30-35,Nam,Nam,Đô thị,CĐ,3227.7023275560246,mid,0,0
24,18-24,Nữ,Trung,Đô thị,CĐ,8089.853350007847,high,0,0
34,30-35,Nam,Nam,Nông thôn,ĐH,3570.820794826325,mid,0,0
34,30-35,Nữ,Bắc,Nông thôn,≤THPT,1860.1461130216715,low,0,0
31,30-35,Nữ,Nam,Nông thôn,ĐH,6316.86328955281,high,0,0
28,25-29,Nam,Trung,Nông thôn,≤THPT,3030.2121652339583,mid,1,1
20,18-24,Nam,Trung,Đô thị,ĐH,3402.3052343891504,mid,1,0
30,30-35,Nữ,Bắc,Đô thị,ĐH,2329.9285910103604,low,1,0
31,30-35,Nữ,Bắc,Nông thôn,≤THPT,11456.287045671865,high,1,0
32,30-35,Nữ,Bắc,Nông thôn,CĐ,1907.2109090217332,low,0,0
26,25-29,Nữ,Bắc,Nông thôn,ĐH,3921.0874632360087,mid,0,0
28,25-29,Nữ,Nam,Nông thôn,≤THPT,3451.847841582329,mid,0,1
24,18-24,Nam,Nam,Nông thôn,≤THPT,2380.47885835885,low,0,0
19,18-24,Nam,Nam,Nông thôn,ĐH,4257.06766628403,high,0,0
20,18-24,Nam,Nam,Nông thôn,ĐH,1807.7674010934918,low,0,0
31,30-35,Nam,Bắc,Nông thôn,CĐ,4140.073070343718,high,1,0
33,30-35,Nữ,Nam,Đô thị,≤THPT,1114.4511083709467,low,0,0
35,30-35,Nam,Nam,Nông thôn,ĐH,1905.2990466231072,low,0,0
19,18-24,Nữ,Nam,Đô thị,ĐH,4452.214462697891,high,0,0
28,25-29,Nữ,Trung,Nông thôn,ĐH,3710.126592720727,mid,0,1
21,18-24,Nam,Bắc,Nông thôn,ĐH,8865.195317423702,high,0,0
32,30-35,Nữ,Trung,Nông thôn,ĐH,6505.957022923812,high,0,1
33,30-35,Nữ,Nam,Nông thôn,≤THPT,2196.6316141298075,low,0,0
18,18-24,Nam,Trung,Đô thị,ĐH,10498.566395507123,high,0,0
29,25-29,Nam,Bắc,Nông thôn,CĐ,2453.8524724861795,mid,0,0
30,30-35,Nữ,Trung,Nông thôn,≤THPT,1324.3996491078733,low,1,0
21,18-24,Nam,Bắc,Nông thôn,CĐ,2509.8940825290583,mid,0,0
26,25-29,Nam,Bắc,Nông thôn,≤THPT,1648.994620499198,low,0,0
27,25-29,Nữ,Trung,Đô thị,≤THPT,5106.086524230244,high,0,0
33,30-35,Nữ,Nam,Đô thị,≤THPT,2341.1486435660854,low,0,0
23,18-24,Nữ,Bắc,Nông thôn,CĐ,2384.52540984205,low,0,0
34,30-35,Nữ,Bắc,Nông thôn,ĐH,4772.241650393402,high,0,0
22,18-24,Nữ,Trung,Đô thị,≤THPT,3439.120714625796,mid,0,0
28,25-29,Nữ,Bắc,Nông thôn,ĐH,2590.1390064471148,mid,0,0
26,25-29,Nam,Bắc,Nông thôn,CĐ,898.1900160621059,low,0,1
31,30-35,Nữ,Nam,Nông thôn,≤THPT,1176.2883186376591,low,0,0
29,25-29,Nữ,Nam,Đô thị,ĐH,7683.28685002468,high,1,1
32,30-35,Nữ,Bắc,Nông thôn,≤THPT,2487.5603540043867,mid,0,1
22,18-24,Nam,Bắc,Đô thị,ĐH,3732.104395369669,mid,0,0
23,18-24,Nữ,Bắc,Nông thôn,≤THPT,2657.380118622429,mid,0,0
26,25-29,Nữ,Nam,Nông thôn,ĐH,3889.5506998518777,mid,0,0
28,25-29,Nữ,Bắc,Đô thị,≤THPT,5901.487840584799,high,0,0
25,25-29,Nữ,Bắc,Nông thôn,ĐH,6370.769035702572,high,0,1
23,18-24,Nữ,Nam,Nông thôn,≤THPT,2567.258870243311,mid,1,0
24,18-24,Nam,Bắc,Nông thôn,≤THPT,2932.8151916549396,mid,0,0
34,30-35,Nữ,Bắc,Nông thôn,ĐH,3500.7124258760755,mid,1,0
18,18-24,Nữ,Trung,Nông thôn,ĐH,2159.1078479240327,low,0,0
35,30-35,Nữ,Trung,Nông thôn,≤THPT,1862.0216434402523,low,1,0
35,30-35,Nam,Nam,Nông thôn,≤THPT,2997.601477785152,mid,0,0
31,30-35,Nữ,Nam,Đô thị,ĐH,5966.87359250453,high,0,0
33,30-35,Nữ,Nam,Đô thị,≤THPT,2838.0774574970346,mid,0,0
34,30-35,Nam,Nam,Đô thị,≤THPT,6386.307676188192,high,0,1
31,30-35,Nam,Bắc,Nông thôn,ĐH,3863.9309588840642,mid,0,0
32,30-35,Nữ,Bắc,Nông thôn,CĐ,1612.5952726978342,low,1,0
25,25-29,Nữ,Bắc,Nông thôn,CĐ,4217.262439742884,high,0,0
22,18-24,Nữ,Bắc,Nông thôn,≤THPT,3307.56113960684,mid,0,0
32,30-35,Nam,Bắc,Đô thị,≤THPT,2406.7302653785205,low,0,0
31,30-35,Nữ,Trung,Đô thị,≤THPT,2987.760347987046,mid,0,0
24,18-24,Nữ,Trung,Đô thị,CĐ,2002.9085704779989,low,0,0
24,18-24,Nam,Bắc,Đô thị,CĐ,3969.4762019648033,mid,0,0
22,18-24,Nữ,Bắc,Đô thị,ĐH,2405.0841662956736,low,0,0
24,18-24,Nữ,Trung,Nông thôn,≤THPT,3524.237760457088,mid,0,1
30,30-35,Nam,Trung,Nông thôn,≤THPT,2246.890726752915,low,1,1
28,25-29,Nữ,Nam,Đô thị,ĐH,9587.233034204635,high,0,0
21,18-24,Nam,Trung,Nông thôn,≤THPT,6806.761039938133,high,0,0
23,18-24,Nam,Bắc,Nông thôn,ĐH,2718.6031551687342,mid,0,0
25,25-29,Nữ,Bắc,Nông thôn,≤THPT,4013.227508945995,mid,0,0
21,18-24,Nam,Nam,Nông thôn,≤THPT,909.9895992121845,low,0,0
29,25-29,Nữ,Nam,Đô thị,≤THPT,4082.633685319842,high,0,0
32,30-35,Nam,Nam,Nông thôn,ĐH,6098.457279952398,high,0,0
21,18-24,Nữ,Bắc,Nông thôn,≤THPT,4799.281832830202,high,0,0
33,30-35,Nữ,Trung,Đô thị,ĐH,5608.8433980164045,high,0,1
22,18-24,Nữ,Nam,Nông thôn,CĐ,1595.2634187572341,low,0,0
27,25-29,Nữ,Bắc,Nông thôn,≤THPT,2775.64463857812,mid,0,0
33,30-35,Nam,Nam,Nông thôn,ĐH,1910.7842683180056,low,0,0
22,18-24,Nam,Bắc,Nông thôn,CĐ,3155.6317421574704,mid,0,0
34,30-35,Nam,Bắc,Nông thôn,≤THPT,5348.047181250777,high,1,1
20,18-24,Nữ,Trung,Nông thôn,>ĐH,2975.7623643457296,mid,0,0
19,18-24,Nữ,Bắc,Nông thôn,≤THPT,3032.2050702725483,mid,1,0
19,18-24,Nữ,Bắc,Đô thị,ĐH,12086.955442721246,high,0,0
22,18-24,Nữ,Nam,Đô thị,ĐH,8076.443937910808,high,0,0
19,18-24,Nữ,Nam,Đô thị,≤THPT,2618.586587241745,mid,0,0
21,18-24,Nam,Bắc,Đô thị,>ĐH,4655.219142464084,high,0,0
21,18-24,Nữ,Trung,Nông thôn,CĐ,5512.882458003079,high,0,0
30,30-35,Nữ,Nam,Nông thôn,CĐ,6058.636717506945,high,0,1
27,25-29,Nam,Nam,Đô thị,≤THPT,3517.112732888189,mid,1,0
23,18-24,Nữ,Trung,Đô thị,ĐH,3350.73931304007,mid,0,0
19,18-24,Nữ,Bắc,Nông thôn,ĐH,5401.4008469916425,high,0,0
33,30-35,Nữ,Bắc,Đô thị,≤THPT,2021.1959467290433,low,0,0
28,25-29,Nam,Bắc,Nông thôn,>ĐH,4770.103309090159,high,0,0
26,25-29,Nữ,Trung,Đô thị,≤THPT,4370.252821406051,high,0,0
21,18-24,Nữ,Bắc,Đô thị,CĐ,1473.4096596078236,low,0,0
25,25-29,Nữ,Trung,Nông thôn,≤THPT,1895.1137685938213,low,1,0
18,18-24,Nam,Bắc,Đô thị,≤THPT,2160.2069323359256,low,0,0
18,18-24,Nữ,Bắc,Nông thôn,≤THPT,1823.6911231939016,low,0,0
20,18-24,Nữ,Trung,Đô thị,>ĐH,8119.179662742509,high,0,0
31,30-35,Nam,Nam,Đô thị,ĐH,2411.995284753944,low,0,0
18,18-24,Nam,Bắc,Nông thôn,ĐH,3849.4829286793347,mid,0,0
26,25-29,Nam,Nam,Nông thôn,ĐH,2677.6283995720846,mid,0,0
24,18-24,Nam,Nam,Nông thôn,ĐH,3499.724561601889,mid,0,0
26,25-29,Nam,Nam,Đô thị,≤THPT,2073.867608349682,low,0,0
23,18-24,Nữ,Bắc,Nông thôn,ĐH,5082.785888068259,high,0,0
18,18-24,Nam,Nam,Nông thôn,≤THPT,1550.9926084596834,low,0,0
22,18-24,Nữ,Bắc,Nông thôn,CĐ,3528.768312244929,mid,0,0
29,25-29,Nữ,Bắc,Nông thôn,ĐH,6272.06007084673,high,0,0
19,18-24,Nữ,Nam,Đô thị,≤THPT,5708.742644206829,high,0,0
22,18-24,Nam,Bắc,Đô thị,≤THPT,2789.227616635452,mid,0,0
27,25-29,Nữ,Nam,Nông thôn,≤THPT,3701.650020322049,mid,1,0
20,18-24,Nữ,Nam,Nông thôn,CĐ,3643.8917539141153,mid,0,0
34,30-35,Nữ,Bắc,Nông thôn,≤THPT,3186.8382613947338,mid,0,0
18,18-24,Nữ,Trung,Đô thị,ĐH,2312.1672761216932,low,0,0
29,25-29,Nữ,Bắc,Nông thôn,CĐ,3751.0207902779584,mid,0,0
23,18-24,Nữ,Nam,Đô thị,ĐH,2943.2136133747435,mid,0,0
23,18-24,Nam,Trung,Nông thôn,≤THPT,1611.6978920787544,low,0,0
22,18-24,Nam,Nam,Đô thị,>ĐH,10511.269865597296,high,0,0
23,18-24,Nam,Bắc,Nông thôn,≤THPT,1633.9891833272616,low,0,0
18,18-24,Nữ,Nam,Đô thị,CĐ,10315.092514383798,high,0,0
22,18-24,Nữ,Bắc,Nông thôn,≤THPT,4163.249191320952,high,0,0
28,25-29,Nữ,Trung,Đô thị,≤THPT,4182.873651929057,high,0,0
25,25-29,Nam,Nam,Đô thị,ĐH,7161.6647235493165,high,0,0
35,30-35,Nam,Nam,Đô thị,ĐH,5699.104640679545,high,0,0
35,30-35,Nữ,Trung,Nông thôn,ĐH,2135.168191307173,low,0,0
33,30-35,Nữ,Nam,Nông thôn,≤THPT,4314.134290619909,high,0,0
19,18-24,Nữ,Nam,Đô thị,≤THPT,4061.1168656881046,high,0,0
28,25-29,Nam,Trung,Nông thôn,≤THPT,2661.5719263894075,mid,1,0
29,25-29,Nữ,Nam,Đô thị,≤THPT,5474.67316017747,high,0,1
34,30-35,Nam,Bắc,Đô thị,≤THPT,2726.66717976533,mid,1,0
29,25-29,Nam,Bắc,Đô thị,≤THPT,4381.378411179649,high,0,0
24,18-24,Nữ,Nam,Đô thị,≤THPT,1056.9370853865732,low,0,0
30,30-35,Nữ,Bắc,Nông thôn,ĐH,6150.5306688076,high,1,0
26,25-29,Nam,Nam,Đô thị,ĐH,3962.853537963531,mid,0,0
22,18-24,Nam,Nam,Nông thôn,CĐ,1639.8885677916091,low,0,0
32,30-35,Nữ,Nam,Nông thôn,≤THPT,6021.28507403813,high,0,1
26,25-29,Nam,Bắc,Nông thôn,CĐ,2246.4743998964027,low,0,1
32,30-35,Nam,Trung,Đô thị,≤THPT,1867.573151887817,low,0,0
18,18-24,Nữ,Nam,Nông thôn,≤THPT,2521.9191724484076,mid,0,1
32,30-35,Nữ,Bắc,Nông thôn,CĐ,7844.375577468202,high,0,0
30,30-35,Nam,Trung,Đô thị,≤THPT,1906.4699833766651,low,0,0
22,18-24,Nữ,Bắc,Nông thôn,≤THPT,3001.709593570249,mid,0,0
21,18-24,Nam,Bắc,Nông thôn,≤THPT,1943.8677297697695,low,0,0
18,18-24,Nữ,Bắc,Nông thôn,ĐH,2106.0533597630047,low,0,0
33,30-35,Nam,Trung,Đô thị,≤THPT,5115.980674388114,high,0,0
19,18-24,Nữ,Nam,Đô thị,≤THPT,2346.4910676250597,low,0,0
25,25-29,Nam,Bắc,Nông thôn,≤THPT,7029.826996068826,high,0,0
35,30-35,Nam,Nam,Đô thị,≤THPT,2516.0259317753653,mid,0,0
18,18-24,Nữ,Nam,Nông thôn,CĐ,2705.6268087453823,mid,0,0
26,25-29,Nam,Bắc,Nông thôn,≤THPT,2752.2767981475863,mid,0,0
21,18-24,Nữ,Nam,Nông thôn,ĐH,2199.006177442542,low,0,0
18,18-24,Nữ,Nam,Đô thị,≤THPT,2570.7561659723638,mid,0,0
26,25-29,Nữ,Bắc,Nông thôn,ĐH,2390.4619792879075,low,0,0
27,25-29,Nữ,Bắc,Nông thôn,ĐH,7260.22447697519,high,0,1
34,30-35,Nam,Nam,Đô thị,CĐ,3936.805553263154,mid,0,1
21,18-24,Nam,Bắc,Nông thôn,ĐH,4334.0661946326,high,0,0
32,30-35,Nữ,Bắc,Nông thôn,≤THPT,1257.4537252071666,low,1,1
22,18-24,Nữ,Bắc,Nông thôn,ĐH,4186.791245243575,high,0,0
32,30-35,Nam,Bắc,Đô thị,≤THPT,3052.9836128237903,mid,0,0
30,30-35,Nam,Bắc,Đô thị,ĐH,5676.43126706105,high,1,0
27,25-29,Nam,Bắc,Đô thị,>ĐH,9593.927267518276,high,0,0
34,30-35,Nam,Trung,Nông thôn,≤THPT,3123.537728582148,mid,1,0
18,18-24,Nam,Bắc,Nông thôn,≤THPT,1367.5927622455856,low,0,0
23,18-24,Nam,Nam,Nông thôn,≤THPT,4554.5516971142315,high,0,0
22,18-24,Nam,Bắc,Đô thị,ĐH,7643.665092475027,high,0,0
31,30-35,Nữ,Bắc,Nông thôn,CĐ,2810.437358775717,mid,0,0
32,30-35,Nữ,Trung,Đô thị,≤THPT,849.4915562942016,low,0,0
26,25-29,Nam,Bắc,Nông thôn,≤THPT,4333.00859506508,high,1,1
18,18-24,Nam,Nam,Đô thị,≤THPT,5202.537617600552,high,0,0
23,18-24,Nam,Nam,Nông thôn,CĐ,1437.3278447789928,low,0,0
18,18-24,Nam,Nam,Đô thị,≤THPT,4277.7305880430085,high,0,0
23,18-24,Nữ,Bắc,Nông thôn,>ĐH,10957.935137089835,high,0,0
33,30-35,Nam,Trung,Nông thôn,≤THPT,2025.8408194789242,low,0,1
18,18-24,Nữ,Nam,Đô thị,≤THPT,13499.664200802952,high,0,0
23,18-24,Nam,Nam,Nông thôn,≤THPT,1943.7005090091623,low,0,0
34,30-35,Nam,Nam,Nông thôn,≤THPT,3091.753705664091,mid,0,0
22,18-24,Nam,Nam,Nông thôn,≤THPT,4064.397385671785,high,0,1
27,25-29,Nam,Trung,Đô thị,≤THPT,2162.182220779518,low,0,0
32,30-35,Nam,Trung,Đô thị,CĐ,5478.884516572285,high,0,0
27,25-29,Nam,Trung,Đô thị,CĐ,3066.177005546914,mid,0,0
34,30-35,Nam,Bắc,Đô thị,CĐ,5244.624982828012,high,1,0
24,18-24,Nam,Nam,Nông thôn,≤THPT,1825.6861658956236,low,0,0
29,25-29,Nữ,Bắc,Nông thôn,CĐ,2260.0137920159787,low,0,0
28,25-29,Nam,Nam,Nông thôn,≤THPT,3059.8812044251404,mid,0,1
35,30-35,Nam,Nam,Đô thị,≤THPT,3352.440948063074,mid,0,0
29,25-29,Nữ,Bắc,Đô thị,≤THPT,2484.310442286,mid,0,0
23,18-24,Nam,Trung,Nông thôn,CĐ,3278.293852887048,mid,0,0
20,18-24,Nam,Trung,Nông thôn,CĐ,2766.3821566766587,mid,0,0
34,30-35,Nam,Bắc,Đô thị,≤THPT,2504.5626310784564,mid,0,0
20,18-24,Nam,Nam,Nông thôn,ĐH,3341.26109509376,mid,0,0
20,18-24,Nữ,Nam,Đô thị,≤THPT,1567.4520773881518,low,0,0
20,18-24,Nữ,Bắc,Nông thôn,ĐH,3047.8855026811066,mid,0,0
28,25-29,Nữ,Bắc,Đô thị,ĐH,5342.704605244606,high,0,0
33,30-35,Nam,Trung,Nông thôn,CĐ,5055.734755867374,high,0,0
25,25-29,Nữ,Nam,Nông thôn,CĐ,1782.6653037253711,low,0,0
26,25-29,Nam,Bắc,Đô thị,≤THPT,4707.7242032433805,high,0,1
34,30-35,Nữ,Bắc,Nông thôn,≤THPT,5786.462520201931,high,1,0
