tinh_thanh,vung_kinh_te,vung_mien,nam,so_ket_hon,tfr,dan_so_2019,mat_do,ty_le_ket_hon,tfr_level,marriage_rate_level,urban_rural,so_ket_hon_prev,trend,trend_label
Kiên Giang,Đồng bằng sông Cửu Long,Nam,2022,18474.0,1.83,272.0,278.1,67919.11764705883,Trung bình,Cao,Nông thôn,10952.0,1,Tăng/Giữ nguyên
Kiên Giang,Đồng bằng sông Cửu Long,Nam,2023,18000.0,1.74,272.0,278.1,66176.47058823529,Thấp,Cao,Nông thôn,18474.0,0,Giảm
Kiên Giang,Đồng bằng sông Cửu Long,Nam,2024,16230.0,1.68,272.0,278.1,59669.117647058825,Thấp,Cao,Nông thôn,18000.0,0,Giảm
Kon Tum,Tây Nguyên,Trung,2019,4137.0,2.74,56.0,62.2,73875.0,Cao,Cao,Nông thôn,,0,Giảm
Kon Tum,Tây Nguyên,Trung,2020,4605.0,2.64,56.0,62.2,82232.14285714286,Cao,Cao,Nông thôn,4137.0,1,Tăng/Giữ nguyên
Kon Tum,Tây Nguyên,Trung,2021,3444.0,2.55,56.0,62.2,61500.0,Cao,Cao,Nông thôn,4605.0,0,Giảm
Kon Tum,Tây Nguyên,Trung,2022,4487.0,2.48,56.0,62.2,80125.0,Cao,Cao,Nông thôn,3444.0,1,Tăng/Giữ nguyên
Kon Tum,Tây Nguyên,Trung,2023,4500.0,2.28,56.0,62.2,80357.14285714286,Cao,Cao,Nông thôn,4487.0,1,Tăng/Giữ nguyên
Kon Tum,Tây Nguyên,Trung,2024,4161.0,2.57,56.0,62.2,74303.57142857143,Cao,Cao,Nông thôn,4500.0,0,Giảm
Lai Châu,Trung du và miền núi phía Bắc,Bắc,2019,3930.0,2.68,51.0,54.6,77058.82352941176,Cao,Cao,Nông thôn,,0,Giảm
Lai Châu,Trung du và miền núi phía Bắc,Bắc,2020,4107.0,2.63,51.0,54.6,80529.41176470589,Cao,Cao,Nông thôn,3930.0,1,Tăng/Giữ nguyên
Lai Châu,Trung du và miền núi phía Bắc,Bắc,2021,3346.0,2.77,51.0,54.6,65607.84313725491,Cao,Cao,Nông thôn,4107.0,0,Giảm
Lai Châu,Trung du và miền núi phía Bắc,Bắc,2022,3695.0,2.63,51.0,54.6,72450.98039215687,Cao,Cao,Nông thôn,3346.0,1,Tăng/Giữ nguyên
Lai Châu,Trung du và miền núi phía Bắc,Bắc,2023,3931.0,2.6,51.0,54.6,77078.43137254902,Cao,Cao,Nông thôn,3695.0,1,Tăng/Giữ nguyên
Lai Châu,Trung du và miền núi phía Bắc,Bắc,2024,3457.0,2.49,51.0,54.6,67784.3137254902,Cao,Cao,Nông thôn,3931.0,0,Giảm
Long An,Đồng bằng sông Cửu Long,Nam,2019,15049.0,1.8,377.0,390.7,39917.771883289126,Thấp,Trung bình,Nông thôn,,0,Giảm
Long An,Đồng bằng sông Cửu Long,Nam,2020,14467.0,1.82,377.0,390.7,38374.00530503979,Trung bình,Trung bình,Nông thôn,15049.0,0,Giảm
Long An,Đồng bằng sông Cửu Long,Nam,2021,9528.0,1.77,377.0,390.7,25273.20954907162,Thấp,Trung bình,Nông thôn,14467.0,0,Giảm
Long An,Đồng bằng sông Cửu Long,Nam,2022,14835.0,1.68,377.0,390.7,39350.132625994695,Thấp,Trung bình,Nông thôn,9528.0,1,Tăng/Giữ nguyên
Long An,Đồng bằng sông Cửu Long,Nam,2023,13753.0,1.64,377.0,390.7,36480.10610079576,Thấp,Trung bình,Nông thôn,14835.0,0,Giảm
Long An,Đồng bằng sông Cửu Long,Nam,2024,11884.0,1.54,377.0,390.7,31522.546419098144,Thấp,Trung bình,Nông thôn,13753.0,0,Giảm
Lào Cai,Trung du và miền núi phía Bắc,Bắc,2019,6273.0,2.44,115.0,124.5,54547.82608695652,Cao,Cao,Nông thôn,,0,Giảm
Lào Cai,Trung du và miền núi phía Bắc,Bắc,2020,6102.0,2.43,115.0,124.5,53060.869565217385,Cao,Cao,Nông thôn,6273.0,0,Giảm
Lào Cai,Trung du và miền núi phía Bắc,Bắc,2021,5408.0,2.4,115.0,124.5,47026.086956521736,Cao,Cao,Nông thôn,6102.0,0,Giảm
Lào Cai,Trung du và miền núi phía Bắc,Bắc,2022,6253.0,2.48,115.0,124.5,54373.913043478264,Cao,Cao,Nông thôn,5408.0,1,Tăng/Giữ nguyên
Lào Cai,Trung du và miền núi phía Bắc,Bắc,2023,5892.0,2.73,115.0,124.5,51234.782608695656,Cao,Cao,Nông thôn,6253.0,0,Giảm
Lào Cai,Trung du và miền núi phía Bắc,Bắc,2024,5759.0,2.55,115.0,124.5,50078.26086956522,Cao,Cao,Nông thôn,5892.0,0,Giảm
Lâm Đồng,Tây Nguyên,Trung,2019,10090.0,2.2,133.0,139.3,75864.66165413533,Cao,Cao,Nông thôn,,0,Giảm
Lâm Đồng,Tây Nguyên,Trung,2020,9859.0,2.19,133.0,139.3,74127.81954887218,Cao,Cao,Nông thôn,10090.0,0,Giảm
Lâm Đồng,Tây Nguyên,Trung,2021,7783.0,2.15,133.0,139.3,58518.7969924812,Cao,Cao,Nông thôn,9859.0,0,Giảm
Lâm Đồng,Tây Nguyên,Trung,2022,13324.0,2.06,133.0,139.3,100180.45112781956,Trung bình,Cao,Nông thôn,7783.0,1,Tăng/Giữ nguyên
Lâm Đồng,Tây Nguyên,Trung,2023,11940.0,2.03,133.0,139.3,89774.43609022556,Trung bình,Cao,Nông thôn,13324.0,0,Giảm
Lâm Đồng,Tây Nguyên,Trung,2024,10658.0,1.94,133.0,139.3,80135.33834586467,Trung bình,Cao,Nông thôn,11940.0,0,Giảm
Lạng Sơn,Trung du và miền núi phía Bắc,Bắc,2019,5540.0,2.13,94.0,98.0,58936.17021276596,Cao,Cao,Nông thôn,,0,Giảm
Lạng Sơn,Trung du và miền núi phía Bắc,Bắc,2020,4736.0,2.19,94.0,98.0,50382.97872340426,Cao,Cao,Nông thôn,5540.0,0,Giảm
Lạng Sơn,Trung du và miền núi phía Bắc,Bắc,2021,4129.0,2.32,94.0,98.0,43925.53191489362,Cao,Trung bình,Nông thôn,4736.0,0,Giảm
Lạng Sơn,Trung du và miền núi phía Bắc,Bắc,2022,4900.0,2.14,94.0,98.0,52127.65957446808,Cao,Cao,Nông thôn,4129.0,1,Tăng/Giữ nguyên
Lạng Sơn,Trung du và miền núi phía Bắc,Bắc,2023,4595.0,2.13,94.0,98.0,48882.97872340426,Cao,Cao,Nông thôn,4900.0,0,Giảm
Lạng Sơn,Trung du và miền núi phía Bắc,Bắc,2024,4334.0,2.22,94.0,98.0,46106.382978723406,Cao,Cao,Nông thôn,4595.0,0,Giảm
Nam Định,Đồng bằng sông Hồng,Bắc,2019,14464.0,2.74,1067.0,1135.0,13555.76382380506,Cao,Thấp,Đô thị,,0,Giảm
Nam Định,Đồng bằng sông Hồng,Bắc,2020,11701.0,2.71,1067.0,1135.0,10966.26054358013,Cao,Thấp,Đô thị,14464.0,0,Giảm
Nam Định,Đồng bằng sông Hồng,Bắc,2021,9970.0,2.75,1067.0,1135.0,9343.955014058107,Cao,Thấp,Đô thị,11701.0,0,Giảm
Nam Định,Đồng bằng sông Hồng,Bắc,2022,13138.0,2.75,1067.0,1135.0,12313.02717900656,Cao,Thấp,Đô thị,9970.0,1,Tăng/Giữ nguyên
Nam Định,Đồng bằng sông Hồng,Bắc,2023,11858.0,2.56,1067.0,1135.0,11113.40206185567,Cao,Thấp,Đô thị,13138.0,0,Giảm
Nam Định,Đồng bằng sông Hồng,Bắc,2024,11415.0,2.5,1067.0,1135.0,10698.21930646673,Cao,Thấp,Đô thị,11858.0,0,Giảm
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2019,24079.0,2.75,202.0,210.6,119202.97029702971,Cao,Cao,Nông thôn,,0,Giảm
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2020,20559.0,2.68,202.0,210.6,101777.22772277228,Cao,Cao,Nông thôn,24079.0,0,Giảm
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2021,17878.0,2.63,202.0,210.6,88504.9504950495,Cao,Cao,Nông thôn,20559.0,0,Giảm
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2022,22623.0,2.61,202.0,210.6,111995.0495049505,Cao,Cao,Nông thôn,17878.0,1,Tăng/Giữ nguyên
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2023,22566.0,2.4,202.0,210.6,111712.87128712871,Cao,Cao,Nông thôn,22623.0,0,Giảm
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2024,20194.0,2.25,202.0,210.6,99970.29702970298,Cao,Cao,Nông thôn,22566.0,0,Giảm
Ninh Bình,Đồng bằng sông Hồng,Bắc,2019,5396.0,2.46,710.0,729.8,7600.0,Cao,Thấp,Bán đô thị,,0,Giảm
Ninh Bình,Đồng bằng sông Hồng,Bắc,2020,5499.0,2.42,710.0,729.8,7745.070422535211,Cao,Thấp,Bán đô thị,5396.0,1,Tăng/Giữ nguyên
Ninh Bình,Đồng bằng sông Hồng,Bắc,2021,5276.0,2.41,710.0,729.8,7430.985915492957,Cao,Thấp,Bán đô thị,5499.0,0,Giảm
Ninh Bình,Đồng bằng sông Hồng,Bắc,2022,6272.0,2.32,710.0,729.8,8833.802816901409,Cao,Thấp,Bán đô thị,5276.0,1,Tăng/Giữ nguyên
Ninh Bình,Đồng bằng sông Hồng,Bắc,2023,5711.0,2.2,710.0,729.8,8043.661971830986,Cao,Thấp,Bán đô thị,6272.0,0,Giảm
Ninh Bình,Đồng bằng sông Hồng,Bắc,2024,5961.0,2.41,710.0,729.8,8395.774647887323,Cao,Thấp,Bán đô thị,5711.0,1,Tăng/Giữ nguyên
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2019,5933.0,2.09,176.0,182.6,33710.22727272727,Trung bình,Trung bình,Nông thôn,,0,Giảm
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2020,5187.0,2.07,176.0,182.6,29471.59090909091,Trung bình,Trung bình,Nông thôn,5933.0,0,Giảm
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2021,3914.0,2.36,176.0,182.6,22238.636363636364,Cao,Trung bình,Nông thôn,5187.0,0,Giảm
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2022,5828.0,2.29,176.0,182.6,33113.63636363637,Cao,Trung bình,Nông thôn,3914.0,1,Tăng/Giữ nguyên
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2023,5770.0,2.22,176.0,182.6,32784.090909090904,Cao,Trung bình,Nông thôn,5828.0,0,Giảm
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2024,4946.0,2.11,176.0,182.6,28102.272727272728,Cao,Trung bình,Nông thôn,5770.0,0,Giảm
Phú Thọ,Trung du và miền núi phía Bắc,Bắc,2019,10130.0,2.57,415.0,436.8,24409.63855421687,Cao,Trung bình,Nông thôn,,0,Giảm
Phú Thọ,Trung du và miền núi phía Bắc,Bắc,2020,8771.0,2.53,415.0,436.8,21134.939759036144,Cao,Trung bình,Nông thôn,10130.0,0,Giảm
Phú Thọ,Trung du và miền núi phía Bắc,Bắc,2021,8063.0,2.42,415.0,436.8,19428.9156626506,Cao,Thấp,Nông thôn,8771.0,0,Giảm
Phú Thọ,Trung du và miền núi phía Bắc,Bắc,2022,10157.0,2.44,415.0,436.8,24474.69879518072,Cao,Trung bình,Nông thôn,8063.0,1,Tăng/Giữ nguyên
Phú Thọ,Trung du và miền núi phía Bắc,Bắc,2023,9589.0,2.26,415.0,436.8,23106.024096385543,Cao,Trung bình,Nông thôn,10157.0,0,Giảm
Phú Thọ,Trung du và miền núi phía Bắc,Bắc,2024,8797.0,2.3,415.0,436.8,21197.590361445782,Cao,Trung bình,Nông thôn,9589.0,0,Giảm
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2019,5956.0,2.11,174.0,176.1,34229.88505747126,Cao,Trung bình,Nông thôn,,0,Giảm
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2020,6166.0,2.09,174.0,176.1,35436.7816091954,Trung bình,Trung bình,Nông thôn,5956.0,1,Tăng/Giữ nguyên
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2021,4707.0,2.07,174.0,176.1,27051.724137931036,Trung bình,Trung bình,Nông thôn,6166.0,0,Giảm
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2022,6785.0,2.22,174.0,176.1,38994.25287356322,Cao,Trung bình,Nông thôn,4707.0,1,Tăng/Giữ nguyên
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2023,6857.0,2.12,174.0,176.1,39408.0459770115,Cao,Trung bình,Nông thôn,6785.0,1,Tăng/Giữ nguyên
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2024,5964.0,2.04,174.0,176.1,34275.862068965514,Trung bình,Trung bình,Nông thôn,6857.0,0,Giảm
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2019,7270.0,2.43,112.0,115.6,64910.71428571429,Cao,Cao,Nông thôn,,0,Giảm
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2020,5953.0,2.4,112.0,115.6,53151.78571428572,Cao,Cao,Nông thôn,7270.0,0,Giảm
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2021,4811.0,2.52,112.0,115.6,42955.357142857145,Cao,Trung bình,Nông thôn,5953.0,0,Giảm
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2022,6781.0,2.24,112.0,115.6,60544.642857142855,Cao,Cao,Nông thôn,4811.0,1,Tăng/Giữ nguyên
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2023,6529.0,2.79,112.0,115.6,58294.642857142855,Cao,Cao,Nông thôn,6781.0,0,Giảm
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2024,5644.0,2.43,112.0,115.6,50392.857142857145,Cao,Cao,Nông thôn,6529.0,0,Giảm
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2019,13361.0,2.27,142.0,146.0,94091.54929577465,Cao,Cao,Nông thôn,,0,Giảm
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2020,11226.0,2.23,142.0,146.0,79056.338028169,Cao,Cao,Nông thôn,13361.0,0,Giảm
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2021,9715.0,2.25,142.0,146.0,68415.49295774648,Cao,Cao,Nông thôn,11226.0,0,Giảm
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2022,11520.0,2.09,142.0,146.0,81126.76056338029,Trung bình,Cao,Nông thôn,9715.0,1,Tăng/Giữ nguyên
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2023,11448.0,2.08,142.0,146.0,80619.71830985915,Trung bình,Cao,Nông thôn,11520.0,0,Giảm
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2024,9987.0,2.04,142.0,146.0,70330.98591549296,Trung bình,Cao,Nông thôn,11448.0,0,Giảm
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2019,11210.0,2.13,239.0,244.4,46903.76569037657,Cao,Cao,Nông thôn,,0,Giảm
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2020,8823.0,2.11,239.0,244.4,36916.3179916318,Cao,Trung bình,Nông thôn,11210.0,0,Giảm
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2021,8066.0,2.14,239.0,244.4,33748.9539748954,Cao,Trung bình,Nông thôn,8823.0,0,Giảm
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2022,10511.0,2.3,239.0,244.4,43979.079497907944,Cao,Trung bình,Nông thôn,8066.0,1,Tăng/Giữ nguyên
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2023,9448.0,2.11,239.0,244.4,39531.38075313807,Cao,Trung bình,Nông thôn,10511.0,0,Giảm
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2024,8396.0,1.96,239.0,244.4,35129.70711297071,Trung bình,Trung bình,Nông thôn,9448.0,0,Giảm
Quảng Ninh,Đồng bằng sông Hồng,Bắc,2019,8869.0,2.24,214.0,225.0,41443.92523364486,Cao,Trung bình,Nông thôn,,0,Giảm
Quảng Ninh,Đồng bằng sông Hồng,Bắc,2020,7855.0,2.22,214.0,225.0,36705.607476635516,Cao,Trung bình,Nông thôn,8869.0,0,Giảm
Quảng Ninh,Đồng bằng sông Hồng,Bắc,2021,7393.0,2.14,214.0,225.0,34546.72897196261,Cao,Trung bình,Nông thôn,7855.0,0,Giảm
Quảng Ninh,Đồng bằng sông Hồng,Bắc,2022,8465.0,2.3,214.0,225.0,39556.07476635514,Cao,Trung bình,Nông thôn,7393.0,1,Tăng/Giữ nguyên
Quảng Ninh,Đồng bằng sông Hồng,Bắc,2023,8398.0,1.96,214.0,225.0,39242.990654205605,Trung bình,Trung bình,Nông thôn,8465.0,0,Giảm
Quảng Ninh,Đồng bằng sông Hồng,Bắc,2024,7765.0,2.06,214.0,225.0,36285.04672897196,Trung bình,Trung bình,Nông thôn,8398.0,0,Giảm
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2019,5727.0,2.45,137.0,140.2,41802.91970802919,Cao,Trung bình,Nông thôn,,0,Giảm
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2020,4748.0,2.44,137.0,140.2,34656.93430656934,Cao,Trung bình,Nông thôn,5727.0,0,Giảm
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2021,4311.0,2.46,137.0,140.2,31467.15328467153,Cao,Trung bình,Nông thôn,4748.0,0,Giảm
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2022,5738.0,2.45,137.0,140.2,41883.21167883212,Cao,Trung bình,Nông thôn,4311.0,1,Tăng/Giữ nguyên
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2023,5387.0,2.32,137.0,140.2,39321.16788321168,Cao,Trung bình,Nông thôn,5738.0,0,Giảm
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2024,4801.0,2.44,137.0,140.2,35043.79562043795,Cao,Trung bình,Nông thôn,5387.0,0,Giảm
Sóc Trăng,Đồng bằng sông Cửu Long,Nam,2019,12184.0,1.79,362.0,365.5,33657.45856353591,Thấp,Trung bình,Nông thôn,,0,Giảm
Sóc Trăng,Đồng bằng sông Cửu Long,Nam,2020,10602.0,1.8,362.0,365.5,29287.292817679558,Thấp,Trung bình,Nông thôn,12184.0,0,Giảm
Sóc Trăng,Đồng bằng sông Cửu Long,Nam,2021,6718.0,1.78,362.0,365.5,18558.011049723755,Thấp,Thấp,Nông thôn,10602.0,0,Giảm
Sóc Trăng,Đồng bằng sông Cửu Long,Nam,2022,12888.0,1.73,362.0,365.5,35602.20994475138,Thấp,Trung bình,Nông thôn,6718.0,1,Tăng/Giữ nguyên
Sóc Trăng,Đồng bằng sông Cửu Long,Nam,2023,12843.0,1.77,362.0,365.5,35477.90055248619,Thấp,Trung bình,Nông thôn,12888.0,0,Giảm
Sóc Trăng,Đồng bằng sông Cửu Long,Nam,2024,11825.0,1.61,362.0,365.5,32665.745856353587,Thấp,Trung bình,Nông thôn,12843.0,0,Giảm
Sơn La,Trung du và miền núi phía Bắc,Bắc,2019,10175.0,2.44,89.0,94.3,114325.8426966292,Cao,Cao,Nông thôn,,0,Giảm
Sơn La,Trung du và miền núi phía Bắc,Bắc,2020,9760.0,2.36,89.0,94.3,109662.92134831462,Cao,Cao,Nông thôn,10175.0,0,Giảm
Sơn La,Trung du và miền núi phía Bắc,Bắc,2021,8554.0,2.36,89.0,94.3,96112.35955056178,Cao,Cao,Nông thôn,9760.0,0,Giảm
Sơn La,Trung du và miền núi phía Bắc,Bắc,2022,9948.0,2.34,89.0,94.3,111775.2808988764,Cao,Cao,Nông thôn,8554.0,1,Tăng/Giữ nguyên
Sơn La,Trung du và miền núi phía Bắc,Bắc,2023,9938.0,2.2,89.0,94.3,111662.92134831462,Cao,Cao,Nông thôn,9948.0,0,Giảm
Sơn La,Trung du và miền núi phía Bắc,Bắc,2024,9475.0,2.32,89.0,94.3,106460.67415730338,Cao,Cao,Nông thôn,9938.0,0,Giảm
TP. Hồ Chí Minh,,,2019,44378.0,1.39,,,,Thấp,,Nông thôn,,0,Giảm
TP. Hồ Chí Minh,,,2020,35686.0,1.53,,,,Thấp,,Nông thôn,44378.0,0,Giảm
TP. Hồ Chí Minh,,,2021,24032.0,1.48,,,,Thấp,,Nông thôn,35686.0,0,Giảm
TP. Hồ Chí Minh,,,2022,41362.0,1.39,,,,Thấp,,Nông thôn,24032.0,1,Tăng/Giữ nguyên
TP. Hồ Chí Minh,,,2023,39154.0,1.32,,,,Thấp,,Nông thôn,41362.0,0,Giảm
TP. Hồ Chí Minh,,,2024,35317.0,1.39,,,,Thấp,,Nông thôn,39154.0,0,Giảm
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2019,24946.0,2.54,,,,Cao,,Nông thôn,,0,Giảm
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2020,25858.0,2.51,,,,Cao,,Nông thôn,24946.0,1,Tăng/Giữ nguyên
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2021,22669.0,2.22,,,,Cao,,Nông thôn,25858.0,0,Giảm
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2022,28759.0,2.33,,,,Cao,,Nông thôn,22669.0,1,Tăng/Giữ nguyên
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2023,27170.0,2.24,,,,Cao,,Nông thôn,28759.0,0,Giảm
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2024,25477.0,2.32,,,,Cao,,Nông thôn,27170.0,0,Giảm
Thái Bình,Đồng bằng sông Hồng,Bắc,2019,12335.0,2.43,1174.0,1193.0,10506.814310051106,Cao,Thấp,Đô thị,,0,Giảm
Thái Bình,Đồng bằng sông Hồng,Bắc,2020,10259.0,2.42,1174.0,1193.0,8738.500851788756,Cao,Thấp,Đô thị,12335.0,0,Giảm
Thái Bình,Đồng bằng sông Hồng,Bắc,2021,9469.0,2.58,1174.0,1193.0,8065.587734241909,Cao,Thấp,Đô thị,10259.0,0,Giảm
Thái Bình,Đồng bằng sông Hồng,Bắc,2022,11668.0,2.21,1174.0,1193.0,9938.671209540034,Cao,Thấp,Đô thị,9469.0,1,Tăng/Giữ nguyên
Thái Bình,Đồng bằng sông Hồng,Bắc,2023,11481.0,2.23,1174.0,1193.0,9779.3867120954,Cao,Thấp,Đô thị,11668.0,0,Giảm
Thái Bình,Đồng bằng sông Hồng,Bắc,2024,10777.0,2.09,1174.0,1193.0,9179.727427597954,Trung bình,Thấp,Đô thị,11481.0,0,Giảm
Thái Nguyên,Trung du và miền núi phía Bắc,Bắc,2019,8118.0,2.14,366.0,387.6,22180.32786885246,Cao,Trung bình,Nông thôn,,0,Giảm
Thái Nguyên,Trung du và miền núi phía Bắc,Bắc,2020,7370.0,2.16,366.0,387.6,20136.612021857924,Cao,Trung bình,Nông thôn,8118.0,0,Giảm
Thái Nguyên,Trung du và miền núi phía Bắc,Bắc,2021,6571.0,2.12,366.0,387.6,17953.551912568306,Cao,Thấp,Nông thôn,7370.0,0,Giảm
Thái Nguyên,Trung du và miền núi phía Bắc,Bắc,2022,8038.0,2.2,366.0,387.6,21961.748633879783,Cao,Trung bình,Nông thôn,6571.0,1,Tăng/Giữ nguyên
Thái Nguyên,Trung du và miền núi phía Bắc,Bắc,2023,7838.0,2.14,366.0,387.6,21415.30054644809,Cao,Trung bình,Nông thôn,8038.0,0,Giảm
Thái Nguyên,Trung du và miền núi phía Bắc,Bắc,2024,7734.0,2.19,366.0,387.6,21131.147540983606,Cao,Trung bình,Nông thôn,7838.0,0,Giảm
Tiền Giang,Đồng bằng sông Cửu Long,Nam,2019,14783.0,1.82,704.0,702.6,20998.579545454548,Trung bình,Trung bình,Bán đô thị,,0,Giảm
Tiền Giang,Đồng bằng sông Cửu Long,Nam,2020,13488.0,1.85,704.0,702.6,19159.09090909091,Trung bình,Thấp,Bán đô thị,14783.0,0,Giảm
Tiền Giang,Đồng bằng sông Cửu Long,Nam,2021,9270.0,1.83,704.0,702.6,13167.613636363636,Trung bình,Thấp,Bán đô thị,13488.0,0,Giảm
Tiền Giang,Đồng bằng sông Cửu Long,Nam,2022,16181.0,1.72,704.0,702.6,22984.375,Thấp,Trung bình,Bán đô thị,9270.0,1,Tăng/Giữ nguyên
Tiền Giang,Đồng bằng sông Cửu Long,Nam,2023,15234.0,1.66,704.0,702.6,21639.204545454548,Thấp,Trung bình,Bán đô thị,16181.0,0,Giảm
Tiền Giang,Đồng bằng sông Cửu Long,Nam,2024,13846.0,1.72,704.0,702.6,19667.613636363636,Thấp,Thấp,Bán đô thị,15234.0,0,Giảm
Trà Vinh,Đồng bằng sông Cửu Long,Nam,2019,8673.0,1.96,428.0,428.3,20264.018691588786,Trung bình,Trung bình,Nông thôn,,0,Giảm
Trà Vinh,Đồng bằng sông Cửu Long,Nam,2020,7444.0,2.0,428.0,428.3,17392.52336448598,Trung bình,Thấp,Nông thôn,8673.0,0,Giảm
Trà Vinh,Đồng bằng sông Cửu Long,Nam,2021,5499.0,1.99,428.0,428.3,12848.130841121496,Trung bình,Thấp,Nông thôn,7444.0,0,Giảm
Trà Vinh,Đồng bằng sông Cửu Long,Nam,2022,9094.0,1.68,428.0,428.3,21247.663551401867,Thấp,Trung bình,Nông thôn,5499.0,1,Tăng/Giữ nguyên
Trà Vinh,Đồng bằng sông Cửu Long,Nam,2023,8789.0,1.77,428.0,428.3,20535.046728971964,Thấp,Trung bình,Nông thôn,9094.0,0,Giảm
Trà Vinh,Đồng bằng sông Cửu Long,Nam,2024,8327.0,1.73,428.0,428.3,19455.607476635512,Thấp,Thấp,Nông thôn,8789.0,0,Giảm
Tuyên Quang,Trung du và miền núi phía Bắc,Bắc,2019,5668.0,2.51,134.0,139.8,42298.50746268657,Cao,Trung bình,Nông thôn,,0,Giảm
Tuyên Quang,Trung du và miền núi phía Bắc,Bắc,2020,5153.0,2.5,134.0,139.8,38455.22388059702,Cao,Trung bình,Nông thôn,5668.0,0,Giảm
Tuyên Quang,Trung du và miền núi phía Bắc,Bắc,2021,4402.0,2.42,134.0,139.8,32850.746268656716,Cao,Trung bình,Nông thôn,5153.0,0,Giảm
Tuyên Quang,Trung du và miền núi phía Bắc,Bắc,2022,5442.0,2.32,134.0,139.8,40611.94029850746,Cao,Trung bình,Nông thôn,4402.0,1,Tăng/Giữ nguyên
Tuyên Quang,Trung du và miền núi phía Bắc,Bắc,2023,5472.0,2.17,134.0,139.8,40835.82089552239,Cao,Trung bình,Nông thôn,5442.0,1,Tăng/Giữ nguyên
Tuyên Quang,Trung du và miền núi phía Bắc,Bắc,2024,5376.0,2.19,134.0,139.8,40119.40298507463,Cao,Trung bình,Nông thôn,5472.0,0,Giảm
Tây Ninh,Đông Nam Bộ,Nam,2019,9803.0,1.53,290.0,297.6,33803.448275862065,Thấp,Trung bình,Nông thôn,,0,Giảm
Tây Ninh,Đông Nam Bộ,Nam,2020,8701.0,1.67,290.0,297.6,30003.44827586207,Thấp,Trung bình,Nông thôn,9803.0,0,Giảm
